,year,bkvlps,epspx,cik,motif_003,motif_012,motif_102,motif_021D,motif_021U,motif_021C,motif_111D,motif_111U,motif_030T,motif_030C,motif_201,motif_120D,motif_120U,motif_120C,motif_210,motif_300
0,2010.0,21.0112,1.85,1750.0,0,0,0,0,0,0,5,1,0,0,127,0,0,0,0,2
1,2011.0,21.4697,1.68,1750.0,0,0,0,0,0,0,18,1,0,0,149,0,0,0,0,2
2,2012.0,23.3254,1.38,1750.0,0,0,0,0,0,0,17,1,0,0,139,0,0,0,0,2
3,2013.0,25.2654,1.85,1750.0,0,0,0,0,0,0,20,1,0,0,193,0,0,0,0,2
4,2014.0,23.8574,-1.4,1750.0,0,0,0,0,0,0,21,1,0,0,226,0,0,0,0,3
5,2015.0,25.0847,1.16,1750.0,0,0,0,1,1,0,41,1,0,0,235,0,0,0,0,3
6,2016.0,26.6112,1.47,1750.0,0,0,0,1,3,0,67,1,0,0,283,0,0,0,0,3
7,2017.0,26.9703,2.14,1750.0,0,0,0,1,3,0,49,2,0,0,164,0,0,0,0,3
8,2018.0,26.0406,2.42,1750.0,0,0,0,0,3,0,37,2,0,0,97,0,0,0,0,2
9,2019.0,25.7173,0.71,1750.0,0,0,0,10,3,15,35,51,0,0,85,0,0,0,0,1
10,2020.0,27.5449,1.31,1750.0,0,0,0,10,1,10,28,57,0,0,97,0,0,0,0,1
11,2021.0,29.2306,2.19,1750.0,0,0,0,11,1,10,32,62,0,0,111,0,0,0,0,1
12,2022.0,31.4784,2.55,1750.0,0,0,0,11,1,10,39,78,0,0,153,0,0,0,0,2
13,2010.0,4.4198,0.8,61478.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
14,2010.0,-11.8309,-1.41,6201.0,0,0,0,0,0,0,5,1,0,0,55,0,0,0,0,1
15,2011.0,-21.2099,-5.91,6201.0,0,0,0,0,0,0,5,1,0,0,60,0,0,0,0,1
16,2013.0,-10.4608,-11.25,6201.0,0,0,0,8,3,3,22,4,0,0,21,0,0,0,0,1
17,2014.0,2.8976,4.02,6201.0,0,0,0,7,0,0,8,0,0,0,25,0,0,0,0,1
18,2015.0,9.0215,11.39,6201.0,0,0,0,0,0,0,5,4,0,0,31,0,0,0,0,1
19,2016.0,7.4612,4.85,6201.0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,1
20,2017.0,8.2564,3.92,6201.0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,0,1
21,2018.0,-0.3669,3.04,6201.0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,1
22,2019.0,-0.2756,3.8,6201.0,0,0,0,0,0,0,4,0,0,0,22,0,0,0,0,1
23,2020.0,-11.0494,-18.36,6201.0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,1
24,2021.0,-11.3319,-3.09,6201.0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,0,1
25,2022.0,-8.9127,0.2,6201.0,0,0,0,0,0,0,7,0,0,0,31,0,0,0,0,1
26,2023.0,-7.9508,1.26,6201.0,0,0,0,0,0,0,7,0,0,0,31,0,0,0,0,1
27,2010.0,2.4565,0.16,3197.0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
28,2011.0,2.9616,0.58,3197.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,2012.0,3.6555,0.73,3197.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
30,2013.0,6.6599,0.33,3197.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
31,2014.0,6.8993,0.51,3197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2015.0,7.0509,-0.19,3197.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
33,2016.0,5.5641,-1.12,3197.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
34,2017.0,5.3968,-0.09,3197.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
35,2018.0,5.1287,-0.21,3197.0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0
36,2019.0,5.4933,0.51,3197.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
37,2020.0,5.7301,0.23,3197.0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0
38,2021.0,5.8397,0.04,3197.0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
39,2022.0,6.2016,0.5,3197.0,0,0,0,0,0,0,1,11,0,0,47,0,0,0,0,2
40,2023.0,6.6784,0.37,3197.0,0,0,0,0,0,0,1,10,0,0,65,0,0,0,0,1
41,2010.0,34.4461,4.93,1230869.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
42,2011.0,32.4562,-1.66,1230869.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,2014.0,11.4982,-1.44,1230869.0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
44,2015.0,8.333,-3.13,1230869.0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
45,2016.0,12.6091,4.32,1230869.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
46,2017.0,12.6595,0.09,1230869.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
47,2018.0,10.1003,-2.53,1230869.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
48,2019.0,14.8201,4.74,1230869.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
49,2020.0,24.0506,9.25,1230869.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
50,2021.0,24.9818,0.95,1230869.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
51,2022.0,16.8778,-8.08,1230869.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
52,2023.0,17.3619,0.5,1230869.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
53,2014.0,39.4994,3.59,764622.0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0
54,2015.0,41.304,3.94,764622.0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0
55,2016.0,43.1449,3.97,764622.0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0
56,2017.0,44.8018,4.37,764622.0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0
57,2018.0,46.5907,4.56,764622.0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,0,0
58,2019.0,48.2999,4.79,764622.0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0
59,2020.0,49.992,4.89,764622.0,0,0,0,0,0,0,12,2,0,0,20,0,0,0,0,0
60,2021.0,52.301,5.48,764622.0,0,0,0,0,0,0,9,1,0,0,21,0,0,0,0,0
61,2022.0,53.446,4.27,764622.0,0,0,0,0,0,0,11,3,0,0,23,0,0,0,0,0
62,2023.0,54.4647,4.42,764622.0,0,0,0,0,0,0,8,2,0,0,28,0,0,0,0,1
63,2010.0,12.2294,1.46,1808834.0,0,0,0,1,1,0,21,0,0,0,75,1,0,0,0,4
64,2011.0,12.9105,1.46,1808834.0,0,0,0,1,1,0,21,0,0,0,83,2,0,0,0,6
65,2012.0,15.0043,2.28,1808834.0,0,0,0,1,1,0,17,0,0,0,58,2,0,0,0,5
66,2013.0,15.6251,1.59,1808834.0,0,0,0,1,1,0,18,2,0,0,62,2,0,0,0,4
67,2014.0,16.8789,1.08,1808834.0,0,0,0,3,10,0,44,1,0,0,73,3,0,0,0,4
68,2015.0,18.8239,1.87,1808834.0,0,0,0,2,6,0,31,0,0,0,57,3,0,0,0,5
69,2016.0,20.7364,1.93,1808834.0,0,0,0,0,3,0,26,1,0,0,51,3,0,0,0,4
70,2017.0,24.6791,4.13,1808834.0,0,0,0,0,0,0,6,1,0,0,37,1,0,0,0,4
71,2018.0,26.2073,2.84,1808834.0,0,0,0,0,0,0,4,1,0,0,21,1,0,0,0,3
72,2019.0,26.0388,0.47,1808834.0,0,0,0,0,0,0,6,1,0,0,34,1,0,0,0,2
73,2020.0,14.5613,3.47,1808834.0,0,0,0,0,0,0,7,1,0,0,41,1,0,0,0,2
74,2021.0,12.0375,3.69,1808834.0,0,0,0,0,0,0,7,1,0,0,45,1,0,0,0,2
75,2022.0,11.8759,1.9,1808834.0,0,0,0,0,0,0,7,0,0,0,32,1,0,0,0,3
76,2023.0,13.5397,3.02,1808834.0,0,0,0,0,0,0,7,0,0,0,35,1,0,0,0,3
77,2010.0,14.4721,2.98,1800.0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0
78,2011.0,15.563,3.03,1800.0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0
79,2012.0,16.9478,3.76,1800.0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0
80,2013.0,16.2593,1.52,1800.0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0
81,2014.0,14.2742,1.13,1800.0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0
82,2015.0,14.4031,1.73,1800.0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0
83,2016.0,13.9442,0.71,1800.0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0
84,2017.0,17.7202,0.2,1800.0,0,0,0,0,0,0,7,0,0,0,20,0,0,0,0,0
85,2018.0,17.3865,1.32,1800.0,0,0,0,0,0,0,7,0,0,0,23,0,0,0,0,0
86,2019.0,17.6386,2.07,1800.0,0,0,0,0,0,0,6,0,0,0,25,0,0,0,0,0
87,2020.0,18.5092,2.51,1800.0,0,0,0,0,0,0,6,0,0,0,30,0,0,0,0,0
88,2021.0,20.295,3.97,1800.0,0,0,0,0,0,0,8,0,0,0,32,0,0,0,0,0
89,2022.0,21.1107,3.94,1800.0,0,0,0,0,0,0,8,1,0,0,35,0,0,0,0,0
90,2023.0,22.2614,3.28,1800.0,0,0,0,0,0,0,4,1,0,0,10,0,0,0,0,0
91,2010.0,3.5041,-0.55,1923.0,0,0,0,0,0,0,2,2,0,0,18,0,0,0,0,0
92,2010.0,5.4946,0.26,2034.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2010.0,8.2607,0.82,2098.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
94,2011.0,8.8596,0.91,2098.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
95,2012.0,9.8771,1.14,2098.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
96,2013.0,10.9356,1.26,2098.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
97,2014.0,11.9806,1.48,2098.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,2016.0,13.8707,1.76,2098.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,2017.0,14.8008,1.21,2098.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,2018.0,15.6168,1.36,2098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2019.0,16.6234,1.65,2098.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,2020.0,18.7829,2.42,2098.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
103,2021.0,21.8921,3.93,2098.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
104,2022.0,22.3375,0.86,2098.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
105,2023.0,26.8582,4.98,2098.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
106,2010.0,2.1016,-0.05,2186.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
107,2011.0,2.0763,-0.04,2186.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
108,2012.0,2.2284,0.15,2186.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
109,2013.0,2.3122,0.08,2186.0,0,0,0,1,0,0,4,0,0,0,7,0,0,0,0,0
110,2014.0,2.432,0.12,2186.0,0,0,0,1,0,0,5,0,0,0,12,0,0,0,0,0
111,2015.0,2.5359,0.08,2186.0,0,0,0,0,0,0,8,0,0,0,36,1,0,0,0,1
112,2016.0,2.6065,0.2,2186.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5
113,2017.0,2.3445,-0.27,2186.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5
114,2018.0,2.162,-0.01,2186.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2
115,2019.0,1.8477,-0.21,2186.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3
116,2020.0,1.8002,0.02,2186.0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4
117,2021.0,1.9359,-0.11,2186.0,0,0,0,0,0,0,9,0,0,0,23,0,0,0,0,6
118,2022.0,1.1855,-0.69,2186.0,0,0,0,0,0,0,9,0,0,0,22,0,0,0,0,5
119,2023.0,5.9578,-0.65,2186.0,0,0,0,0,0,0,8,0,0,0,28,0,0,0,0,6
120,2010.0,,,2230.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
121,2011.0,,,2230.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
122,2012.0,,,2230.0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
123,2019.0,35.7982,1.94,2178.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124,2020.0,35.1301,0.23,2178.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,2021.0,36.828,2.78,2178.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
126,2022.0,37.3455,0.86,2178.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
127,2023.0,36.402,0.08,2178.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
128,2010.0,1.4832,0.66,2488.0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
129,2011.0,2.2779,0.68,2488.0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0
130,2012.0,0.7546,-1.6,2488.0,0,0,0,0,0,0,9,0,0,0,38,0,0,0,0,0
131,2013.0,0.7503,-0.11,2488.0,0,0,0,0,0,0,6,0,0,0,48,0,0,0,0,1
132,2014.0,0.241,-0.53,2488.0,0,0,0,0,0,0,7,0,0,0,38,0,0,0,0,0
133,2015.0,-0.5202,-0.84,2488.0,0,0,0,0,0,0,7,0,0,0,38,0,0,0,0,0
134,2016.0,0.4449,-0.6,2488.0,0,0,0,0,0,0,6,0,0,0,23,0,0,0,0,0
135,2017.0,0.6319,0.04,2488.0,0,0,0,0,0,0,5,0,0,0,27,0,0,0,0,0
136,2018.0,1.2597,0.34,2488.0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
137,2019.0,2.4162,0.31,2488.0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0
138,2020.0,4.82,2.1,2488.0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0
139,2021.0,6.2113,2.61,2488.0,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0
140,2022.0,33.964,0.85,2488.0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0
141,2023.0,34.5866,0.53,2488.0,0,0,0,0,0,0,8,2,0,0,32,0,0,0,0,0
142,2010.0,25.7305,4.25,1122304.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
143,2011.0,28.9397,5.33,1122304.0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0
144,2012.0,31.7637,4.87,1122304.0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,1
145,2013.0,38.7231,5.38,1122304.0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,1
146,2014.0,41.4025,5.74,1122304.0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0
147,2015.0,46.1067,6.84,1122304.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
148,2016.0,50.8416,6.46,1122304.0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
149,2017.0,47.6744,5.71,1122304.0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0
150,2010.0,21.725,2.05,2809.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
151,2015.0,19.026,0.11,2809.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
152,2016.0,19.9697,0.71,2809.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
153,2017.0,21.3003,1.06,2809.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
154,2018.0,19.4064,-1.4,2809.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
155,2019.0,21.3318,2.0,2809.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
156,2020.0,23.3989,2.12,2809.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
157,2021.0,24.4114,2.23,2809.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
158,2022.0,35.5807,1.53,2809.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
159,2023.0,39.0568,3.97,2809.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
160,2010.0,25.944,4.85,2969.0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0
161,2011.0,27.5748,5.71,2969.0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0
162,2012.0,30.4844,4.73,2969.0,0,0,0,0,0,0,10,0,0,0,23,0,0,0,0,0
163,2013.0,33.3466,4.79,2969.0,0,0,0,0,0,0,15,1,0,0,33,0,0,0,0,0
164,2014.0,34.4939,4.64,2969.0,0,0,0,0,0,0,14,1,0,0,34,0,0,0,0,0
165,2015.0,33.6601,5.95,2969.0,0,0,0,0,0,0,10,0,0,0,23,0,0,0,0,0
166,2016.0,32.5722,7.0,2969.0,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0
167,2017.0,46.1937,5.2,2969.0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0
168,2018.0,49.4611,6.64,2969.0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0
169,2019.0,50.149,7.99,2969.0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
170,2020.0,54.6555,8.59,2969.0,0,0,0,0,0,0,4,0,0,0,37,0,0,0,0,0
171,2021.0,61.1558,9.16,2969.0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0
172,2022.0,59.2502,10.11,2969.0,0,0,0,0,0,0,2,1,0,0,22,0,0,0,0,0
173,2023.0,64.4145,10.31,2969.0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0
174,2010.0,10.7943,0.88,353184.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
175,2011.0,11.0601,0.55,353184.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
176,2012.0,11.498,0.68,353184.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
177,2013.0,11.6178,0.61,353184.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1
178,2014.0,12.5558,1.05,353184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,2015.0,14.4252,1.86,353184.0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1
180,2016.0,11.2413,-1.51,353184.0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1
181,2017.0,12.2886,1.11,353184.0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1
182,2018.0,12.0405,0.66,353184.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
183,2019.0,8.3296,-0.15,353184.0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
184,2020.0,4.7623,-2.53,353184.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,2021.0,8.5879,3.79,353184.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
186,2022.0,4.2243,-4.32,353184.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
187,2010.0,0.1163,-0.08,98618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2011.0,1.1945,-0.4,98618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2010.0,30.7705,7.01,766421.0,0,0,0,0,1,0,25,0,0,0,75,0,0,0,0,2
190,2011.0,33.0712,6.81,766421.0,0,0,0,0,1,0,25,0,0,0,70,0,0,0,0,4
191,2012.0,20.1913,4.47,766421.0,0,0,0,0,1,0,29,0,0,0,96,0,0,0,0,4
192,2013.0,29.5144,7.26,766421.0,0,0,0,0,1,0,25,0,0,0,74,0,0,0,0,3
193,2014.0,16.1772,4.47,766421.0,0,0,0,0,3,0,51,0,0,0,150,0,0,0,0,3
194,2015.0,19.261,6.61,766421.0,0,0,0,0,0,0,15,0,0,0,128,0,0,0,0,3
195,2016.0,23.7659,6.59,766421.0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,3
196,2017.0,30.237,8.39,766421.0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,3
197,2018.0,30.4479,3.55,766421.0,0,0,0,0,0,0,2,0,0,0,147,0,0,0,0,3
198,2019.0,35.2114,6.24,766421.0,0,0,0,0,0,0,2,0,0,0,149,0,0,0,0,3
199,2020.0,24.0545,-10.72,766421.0,0,0,0,0,0,0,2,1,0,0,139,0,0,0,0,3
200,2021.0,30.1892,3.82,766421.0,0,0,0,0,0,0,2,1,0,0,199,0,0,0,0,3
201,2022.0,29.9214,0.46,766421.0,0,0,0,1,0,0,20,2,0,0,204,0,0,0,0,3
202,2023.0,32.6196,1.84,766421.0,0,0,0,0,0,0,18,1,0,0,194,0,0,0,0,3
203,2010.0,57.8457,10.38,701288.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
204,2011.0,68.7073,12.9,701288.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
205,2012.0,66.7135,11.72,701288.0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0
206,2013.0,74.7962,13.22,701288.0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0
207,2014.0,78.1861,14.2,701288.0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0
208,2015.0,79.0011,15.67,701288.0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
209,2016.0,89.3575,15.12,701288.0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
210,2017.0,100.4292,19.82,701288.0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
211,2018.0,113.7437,18.49,701288.0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0
212,2019.0,128.2318,19.82,701288.0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
213,2020.0,131.6769,17.49,701288.0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
214,2021.0,135.6446,18.22,701288.0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0
215,2022.0,136.0256,19.59,701288.0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
216,2023.0,138.0051,11.02,701288.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
217,2010.0,13.4056,1.58,1368457.0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,0,0
218,2010.0,27.5061,1.43,3453.0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0
219,2011.0,26.9305,1.32,3453.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
220,2012.0,6.5704,1.23,3453.0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0
221,2013.0,7.9019,1.26,3453.0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0
222,2014.0,8.4213,1.65,3453.0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0
223,2015.0,10.3586,2.37,3453.0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,1
224,2016.0,10.9907,1.87,3453.0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,1
225,2017.0,15.9576,5.41,3453.0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,1
226,2018.0,17.6885,2.55,3453.0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,1
227,2019.0,18.7809,1.93,3453.0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,1
228,2020.0,22.25,4.48,3453.0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,1
229,2021.0,40.6683,21.67,3453.0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,1
230,2022.0,63.2755,27.28,3453.0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,1
231,2023.0,69.7878,8.42,3453.0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,1
232,2021.0,10.6963,8.53,1860805.0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,1
233,2022.0,14.1183,2.43,1860805.0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1
234,2010.0,14.2617,-0.08,3545.0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
235,2011.0,15.0704,0.96,3545.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
236,2012.0,17.3438,2.51,3545.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,2013.0,19.5422,2.69,3545.0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0
238,2014.0,19.7578,1.1,3545.0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0
239,2015.0,20.7533,1.96,3545.0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0
240,2016.0,20.8622,0.84,3545.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
241,2017.0,19.4976,-1.14,3545.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
242,2018.0,20.9899,1.59,3545.0,0,0,0,2,0,0,4,0,0,0,5,0,0,0,0,0
243,2019.0,25.9868,5.06,3545.0,0,0,0,3,3,0,10,0,0,0,5,0,0,0,0,0
244,2020.0,28.8724,3.16,3545.0,0,0,0,2,1,0,8,0,0,0,9,0,0,0,0,0
245,2021.0,32.1822,4.64,3545.0,0,0,0,2,1,0,8,0,0,0,10,0,0,0,0,0
246,2022.0,32.1263,1.65,3545.0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0
247,2023.0,32.1891,0.24,3545.0,0,0,0,0,0,0,5,1,0,0,11,0,0,0,0,2
248,2012.0,379.1242,45.48,775368.0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
249,2013.0,412.9642,37.44,775368.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
250,2014.0,465.5181,41.4,775368.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,2015.0,486.0208,35.14,775368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2016.0,515.2463,29.6,775368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2017.0,553.1845,5.85,775368.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254,2018.0,527.7293,2.62,775368.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
255,2019.0,610.9804,59.44,775368.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
256,2020.0,623.5824,7.14,775368.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
257,2021.0,675.5557,74.7,775368.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
258,2010.0,20.2485,2.42,3673.0,0,0,0,0,0,0,1,6,0,0,9,0,0,0,0,1
259,2013.0,22.285,4.99,773840.0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
260,2014.0,22.5735,5.4,773840.0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
