,year,bkvlps,epspx,cik,motif_003,motif_012,motif_102,motif_021D,motif_021U,motif_021C,motif_111D,motif_111U,motif_030T,motif_030C,motif_201,motif_120D,motif_120U,motif_120C,motif_210,motif_300
17654,2015.0,10.1013,0.66,887733.0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
17655,2016.0,10.8288,0.91,887733.0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
17656,2016.0,10.8288,0.91,887733.0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
17657,2017.0,12.2644,1.57,887733.0,0,0,0,1,0,0,6,0,0,0,25,0,0,0,0,0
17658,2017.0,12.2644,1.57,887733.0,0,0,0,1,0,0,6,0,0,0,25,0,0,0,0,0
17659,2018.0,16.4923,2.39,887733.0,0,0,0,1,1,0,11,0,0,0,20,0,0,0,0,0
17660,2018.0,16.4923,2.39,887733.0,0,0,0,1,1,0,11,0,0,0,20,0,0,0,0,0
17661,2019.0,17.7336,1.63,887733.0,0,0,0,2,1,2,13,6,0,0,24,0,0,0,0,0
17662,2019.0,17.7336,1.63,887733.0,0,0,0,2,1,2,13,6,0,0,24,0,0,0,0,0
17663,2020.0,19.6479,2.23,887733.0,0,0,0,2,0,1,6,5,0,0,21,0,0,0,0,0
17664,2020.0,19.6479,2.23,887733.0,0,0,0,2,0,1,6,5,0,0,21,0,0,0,0,0
17665,2021.0,22.1298,2.81,887733.0,0,0,0,36,0,0,0,81,0,0,59,0,0,0,0,0
17666,2021.0,22.1298,2.81,887733.0,0,0,0,36,0,0,0,81,0,0,59,0,0,0,0,0
17667,2022.0,24.5872,2.86,887733.0,0,0,0,36,0,0,0,72,0,0,48,0,0,0,0,0
17668,2022.0,24.5872,2.86,887733.0,0,0,0,36,0,0,0,72,0,0,48,0,0,0,0,0
17669,2023.0,27.016,2.4,887733.0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
17670,2023.0,27.016,2.4,887733.0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
17671,2016.0,-1.721,0.1,1641614.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
17672,2017.0,-10.7386,-1.98,1641614.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
17673,2010.0,-4.7135,-2.57,885322.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17674,2014.0,23.8441,1.61,885322.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17675,2015.0,38.2037,14.64,885322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17676,2010.0,17.5473,0.66,850460.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
17677,2011.0,19.5391,2.15,850460.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17678,2012.0,19.8502,0.91,850460.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
17679,2013.0,22.0603,2.27,850460.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
17680,2014.0,23.8002,1.79,850460.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
17681,2015.0,26.0363,2.3,850460.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
17682,2016.0,27.6397,1.63,850460.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
17683,2017.0,30.7865,3.23,850460.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
17684,2018.0,34.5063,3.75,850460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17685,2019.0,37.2559,2.78,850460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17686,2020.0,40.7515,3.69,850460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17687,2021.0,66.4923,26.49,850460.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17688,2022.0,100.2572,37.47,850460.0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
17689,2023.0,111.9166,22.07,850460.0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,1
17690,2010.0,14.5823,0.88,887568.0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
17691,2011.0,16.3999,1.43,887568.0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
17692,2015.0,14.4915,1.71,1639947.0,0,0,0,0,0,0,4,0,0,0,27,0,0,0,0,1
17693,2016.0,13.8625,1.46,1639947.0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,0,1
17694,2010.0,22.8114,1.4,888228.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
17695,2011.0,22.3108,0.25,888228.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
17696,2010.0,7.4712,-0.03,1408100.0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
17697,2011.0,7.9156,-0.06,1408100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17698,2012.0,7.9915,-0.07,1408100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17699,2014.0,9.3776,0.14,1408100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17700,2015.0,9.8992,0.66,1408100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17701,2017.0,9.0102,0.83,1408100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17702,2018.0,8.7057,1.04,1408100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17703,2019.0,9.6898,1.6,1408100.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
17704,2020.0,9.5108,0.66,1408100.0,0,0,0,66,0,12,3,36,0,0,3,0,0,0,0,0
17705,2021.0,10.7455,2.26,1408100.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
17706,2022.0,9.9535,0.47,1408100.0,0,0,0,1830,0,0,0,183,0,0,4,0,0,0,0,0
17707,2023.0,6.9575,-2.46,1408100.0,0,0,0,1711,0,0,0,177,0,0,5,0,0,0,0,0
17708,2010.0,9.025,0.52,888491.0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
17709,2011.0,8.4952,0.46,888491.0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
17710,2012.0,8.9981,1.12,888491.0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
17711,2013.0,10.5246,1.47,888491.0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0
17712,2014.0,10.9817,1.75,888491.0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0
17713,2015.0,19.9467,1.3,888491.0,0,0,0,0,0,0,6,0,0,0,38,0,0,0,0,0
17714,2016.0,19.6732,1.91,888491.0,0,0,0,0,0,0,7,0,0,0,38,0,0,0,0,0
17715,2017.0,17.927,0.51,888491.0,0,0,0,0,0,0,9,0,0,0,46,0,0,0,0,1
17716,2018.0,17.0225,1.41,888491.0,0,0,0,0,0,0,9,2,0,0,40,0,0,0,0,1
17717,2019.0,18.2474,1.6,888491.0,0,0,0,0,0,0,10,7,0,0,62,0,0,0,0,1
17718,2020.0,16.6172,0.7,888491.0,0,0,0,0,0,0,5,4,0,0,35,0,0,0,0,0
17719,2021.0,16.3424,1.76,888491.0,0,0,0,0,0,0,4,0,0,0,35,0,0,0,0,0
17720,2022.0,15.4081,1.81,888491.0,0,0,0,0,0,0,1,3,0,0,27,0,0,0,0,0
17721,2023.0,14.5734,1.01,888491.0,0,0,0,0,0,0,2,4,0,0,32,0,0,0,0,0
17722,2020.0,2.5204,1.8,1646972.0,0,0,0,0,2,1,11,3,0,0,12,0,0,0,1,0
17723,2021.0,,2.73,1646972.0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0
17724,2022.0,-0.1643,2.29,1646972.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
17725,2010.0,5.9676,-0.09,887226.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
17726,2011.0,6.4768,0.21,887226.0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0
17727,2012.0,6.2198,0.34,887226.0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0
17728,2013.0,6.6011,0.72,887226.0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0
17729,2015.0,6.5032,-0.05,887226.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
17730,2010.0,25.6603,1.55,888504.0,0,0,0,0,0,0,1,1,0,0,25,0,0,0,0,0
17731,2011.0,22.776,-2.88,888504.0,0,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0
17732,2012.0,20.8264,-0.59,888504.0,0,0,0,0,0,0,1,1,0,0,19,0,0,0,0,0
17733,2013.0,14.535,-6.86,888504.0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0
17734,2014.0,9.0063,-3.45,888504.0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0
17735,2015.0,6.0768,-2.68,888504.0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0
17736,2016.0,4.1515,-2.64,888504.0,0,0,0,0,0,0,3,1,0,0,27,0,0,0,0,0
17737,2017.0,2.8872,-0.24,888504.0,0,0,0,0,0,0,2,1,0,0,30,0,0,0,0,0
17738,2010.0,1.6031,-0.52,862668.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17739,2011.0,0.8225,-0.79,862668.0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0
17740,2012.0,0.0857,-0.35,862668.0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0
17741,2013.0,0.5086,-0.16,862668.0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0
17742,2014.0,0.4603,-0.05,862668.0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0
17743,2015.0,0.3973,-0.14,862668.0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0
17744,2016.0,0.2529,-0.15,862668.0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0
17745,2010.0,6.5788,0.08,889348.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3
17746,2011.0,7.778,1.08,889348.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1
17747,2012.0,9.6278,1.43,889348.0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,5
17748,2013.0,10.5769,0.92,889348.0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7
17749,2014.0,7.6243,-2.98,889348.0,0,0,0,0,0,0,2,0,0,0,43,0,0,0,0,8
17750,2015.0,8.2167,0.59,889348.0,0,0,0,0,0,0,2,1,0,0,47,0,0,0,0,5
17751,2016.0,7.7352,-0.42,889348.0,0,0,0,0,0,0,3,0,0,0,54,0,0,0,0,5
17752,2017.0,8.3837,0.65,889348.0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,4
17753,2018.0,7.9726,0.23,889348.0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,5
17754,2019.0,-0.6549,-0.38,889348.0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,7
17755,2020.0,-0.6986,-0.11,889348.0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,6
17756,2021.0,-0.4325,0.56,889348.0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,6
17757,2022.0,0.3356,0.74,889348.0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,5
17758,2023.0,,1.4,889348.0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,5
17759,2010.0,9.9206,1.39,887596.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
17760,2011.0,9.9283,1.7,887596.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
17761,2012.0,10.8567,1.85,887596.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
17762,2013.0,11.1531,2.19,887596.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17763,2014.0,11.159,2.04,887596.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17764,2015.0,11.9958,2.39,887596.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17765,2016.0,12.648,2.91,887596.0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
17766,2017.0,13.3731,3.35,887596.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
17767,2018.0,12.7383,2.19,887596.0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0
17768,2019.0,12.7709,2.9,887596.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17769,2020.0,6.5413,-6.32,887596.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17770,2021.0,6.3217,1.03,887596.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
17771,2022.0,5.7061,0.87,887596.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
17772,2023.0,6.2794,2.1,887596.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
17773,2018.0,-0.0766,-1.11,1590383.0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
17774,2019.0,-0.1866,-0.56,1590383.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
17775,2020.0,-0.1845,-0.62,1590383.0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
17776,2021.0,-0.4871,-0.86,1590383.0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0
17777,2010.0,20.8025,3.58,889331.0,0,0,0,5,1,0,14,0,0,0,40,3,0,0,0,0
17778,2011.0,23.2432,3.96,889331.0,0,0,0,0,3,0,28,0,0,0,56,2,0,0,0,4
17779,2012.0,26.6655,3.45,889331.0,0,0,0,0,6,0,47,0,0,0,78,2,0,0,0,5
17780,2013.0,30.5681,3.98,889331.0,0,0,0,0,6,0,50,0,0,0,88,0,0,0,0,2
17781,2014.0,32.2112,4.41,889331.0,0,0,0,0,3,0,56,0,0,0,151,0,0,0,0,3
17782,2015.0,33.1856,3.65,889331.0,0,0,0,0,3,0,54,0,0,0,134,0,0,0,0,3
17783,2016.0,36.0095,4.63,889331.0,0,0,0,0,3,0,54,1,0,0,140,0,0,0,0,3
17784,2017.0,40.8321,5.27,889331.0,0,0,0,0,3,0,40,0,0,0,85,0,0,0,0,2
17785,2018.0,59.6678,6.62,889331.0,0,0,0,0,3,0,48,0,0,0,154,3,0,0,0,6
17786,2019.0,61.3545,5.66,889331.0,0,0,0,0,0,0,22,0,0,0,179,1,0,0,0,6
17787,2020.0,65.6937,5.33,889331.0,0,0,0,0,0,0,25,0,0,0,203,1,0,0,0,5
17788,2021.0,76.6989,11.54,889331.0,0,0,0,0,0,0,27,0,0,0,242,1,0,0,0,7
17789,2022.0,89.3051,15.09,889331.0,0,0,0,0,0,0,10,0,0,0,140,0,0,0,0,3
17790,2023.0,99.5532,10.44,889331.0,0,0,0,0,0,0,6,0,0,0,118,0,0,0,0,3
17791,2010.0,6.03,-0.27,890564.0,0,0,0,1,0,0,5,0,0,0,17,0,0,0,0,0
17792,2011.0,6.6666,0.66,890564.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
17793,2012.0,10.0588,0.91,890564.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
17794,2013.0,11.8704,1.02,890564.0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
17795,2014.0,12.3457,1.48,890564.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
17796,2015.0,14.8005,1.37,890564.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
17797,2016.0,16.4834,1.83,890564.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
17798,2017.0,19.0096,3.01,890564.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
17799,2018.0,22.5108,3.02,890564.0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,0,0
17800,2019.0,26.0151,3.31,890564.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
17801,2020.0,30.0019,3.8,890564.0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1
17802,2021.0,36.0116,4.4,890564.0,0,0,0,0,0,0,5,0,0,0,21,0,0,0,0,1
17803,2022.0,38.4101,5.27,890564.0,0,0,0,0,0,0,8,0,0,0,41,0,0,0,0,1
17804,2023.0,40.5161,4.54,890564.0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,1
17805,2014.0,2.5019,-1.03,882361.0,0,0,0,4,21,0,90,1,0,0,93,5,0,0,0,7
17806,2015.0,1.5681,-1.23,882361.0,0,0,0,2,15,0,79,3,0,0,94,5,0,0,0,7
17807,2016.0,0.6259,-1.46,882361.0,0,0,0,3,28,0,110,0,0,0,117,6,0,0,0,7
17808,2017.0,0.371,-0.52,882361.0,0,0,0,4,55,0,137,0,0,0,103,8,0,0,0,7
17809,2018.0,0.369,-0.86,882361.0,0,0,0,8,66,0,193,0,0,0,157,0,0,0,0,0
17810,2019.0,1.2341,-0.52,882361.0,0,0,0,9,45,0,161,0,0,0,151,0,0,0,0,0
17811,2020.0,1.3379,-0.67,882361.0,0,0,0,10,21,0,113,0,0,0,158,0,0,0,0,0
17812,2021.0,0.805,-0.73,882361.0,0,0,0,15,36,0,162,0,0,0,187,0,0,0,0,0
17813,2022.0,0.4086,-0.45,882361.0,0,0,0,18,36,0,185,0,0,0,253,6,0,0,0,8
17814,2023.0,-0.3653,-7.58,882361.0,0,0,0,15,21,0,128,0,0,0,210,6,0,0,0,9
17815,2019.0,3.1443,-0.79,1474432.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
17816,2020.0,2.6943,-1.05,1474432.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
17817,2021.0,2.5778,-0.5,1474432.0,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0
17818,2022.0,3.0954,0.24,1474432.0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
17819,2023.0,3.975,0.2,1474432.0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
17820,2010.0,11.8847,0.16,867374.0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0
17821,2011.0,12.3853,0.59,867374.0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0
17822,2012.0,14.1023,1.79,867374.0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0
17823,2013.0,16.3378,2.34,867374.0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
17824,2014.0,16.8039,0.72,867374.0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0
17825,2018.0,17.1171,-0.02,867374.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0
17826,2010.0,14.2863,1.19,890801.0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0
17827,2010.0,9.6869,2.11,887730.0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,1
17828,2011.0,8.0368,0.15,887730.0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,1
17829,2012.0,6.1552,-1.83,887730.0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,1
17830,2013.0,4.9082,-1.44,887730.0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,1
17831,2014.0,3.6232,-0.43,887730.0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,1
17832,2015.0,2.4507,-1.17,887730.0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,1
17833,2016.0,3.3129,1.03,887730.0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,1
17834,2017.0,8.1736,4.82,887730.0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0
17835,2018.0,11.0583,3.57,887730.0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0
17836,2019.0,11.1072,0.71,887730.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
17837,2023.0,12.9713,2.17,889609.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
17838,2010.0,4.8899,-0.1,891178.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
17839,2010.0,6.0983,0.01,891098.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17840,2010.0,41.2877,3.59,891014.0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,0,5
17841,2011.0,42.0058,3.75,891014.0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,2
17842,2012.0,22.6155,2.1,891014.0,0,0,0,0,0,0,1,0,0,0,26,0,0,0,0,2
17843,2013.0,24.6736,2.48,891014.0,0,0,0,0,0,0,2,0,0,0,43,0,0,0,0,2
17844,2014.0,24.9062,2.62,891014.0,0,0,0,1,0,0,5,0,0,0,40,0,0,0,0,0
17845,2015.0,26.1758,3.11,891014.0,0,0,0,0,0,0,4,0,0,0,25,0,0,0,0,0
17846,2016.0,28.7818,3.82,891014.0,0,0,0,1,0,0,2,0,0,0,20,0,0,0,0,0
17847,2017.0,35.3847,5.54,891014.0,0,0,0,2,0,0,3,0,0,0,24,0,0,0,0,0
17848,2018.0,38.4626,4.79,891014.0,0,0,0,2,1,0,4,0,0,0,6,0,0,0,0,0
17849,2019.0,40.605,3.79,891014.0,0,0,0,2,1,0,4,0,0,0,4,0,0,0,0,0
17850,2020.0,43.1143,3.29,891014.0,0,0,0,5,1,0,4,0,0,0,3,0,0,0,0,0
17851,2021.0,46.3966,4.89,891014.0,0,0,0,1,0,0,3,0,0,0,10,0,0,0,0,0
17852,2022.0,48.6075,3.74,891014.0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0
17853,2023.0,50.9798,2.59,891014.0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0
17854,2010.0,28.6726,3.0,888919.0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0
17855,2011.0,31.6233,2.31,888919.0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
17856,2012.0,35.1004,3.84,888919.0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0
17857,2013.0,36.6213,4.05,888919.0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0
17858,2014.0,40.4404,4.62,888919.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
17859,2014.0,14.6607,2.26,891024.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
17860,2015.0,14.5474,1.91,891024.0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
17861,2016.0,14.445,1.83,891024.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
17862,2017.0,15.4269,2.17,891024.0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0
17863,2018.0,15.5057,0.9,891024.0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0
17864,2019.0,8.6935,-6.25,891024.0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0
17865,2020.0,9.9492,1.63,891024.0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0
17866,2021.0,10.7653,2.09,891024.0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0
17867,2022.0,11.5987,2.14,891024.0,0,0,0,0,0,0,2,0,0,0,25,0,0,0,0,0
17868,2010.0,0.0902,-0.06,1168220.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
17869,2011.0,0.5292,-0.67,1168220.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
17870,2016.0,3.7598,0.77,1650729.0,0,0,0,0,0,0,8,0,0,0,24,0,0,0,0,1
17871,2017.0,5.3259,1.37,1650729.0,0,0,0,0,0,0,8,0,0,0,21,0,0,0,0,1
17872,2018.0,7.3808,1.83,1650729.0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,1
17873,2019.0,9.4585,1.89,1650729.0,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,1
17874,2020.0,17.9543,2.83,1650729.0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,1
17875,2021.0,23.6268,5.35,1650729.0,0,0,0,0,0,0,2,0,0,0,29,0,0,0,0,1
17876,2022.0,29.0075,5.45,1650729.0,0,0,0,0,0,0,2,0,0,0,32,0,0,0,0,1
17877,2023.0,32.9644,3.84,1650729.0,0,0,0,0,0,0,5,0,0,0,41,0,0,0,0,1
17878,2010.0,6.4621,-15.74,890926.0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
17879,2011.0,8.8761,2.28,890926.0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
17880,2012.0,5.5095,-3.41,890926.0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0
17881,2013.0,5.4283,-1.18,890926.0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0
17882,2014.0,11.3672,6.83,890926.0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0
17883,2015.0,12.0699,1.41,890926.0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0
17884,2016.0,13.3893,1.46,890926.0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0
17885,2017.0,13.901,0.56,890926.0,0,0,0,1,0,0,3,0,0,0,6,0,0,0,0,0
17886,2018.0,16.3427,2.83,890926.0,0,0,0,1,0,0,4,0,0,0,11,0,0,0,0,0
17887,2019.0,20.1265,3.22,890926.0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0
17888,2020.0,22.3602,2.01,890926.0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0
17889,2021.0,24.2776,3.19,890926.0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0
17890,2022.0,24.955,4.42,890926.0,0,0,0,0,0,1,4,4,0,0,11,0,0,0,0,0
17891,2023.0,28.7102,3.81,890926.0,0,0,0,2,1,2,6,3,0,0,6,0,0,0,0,0
17892,2010.0,7.5705,0.57,891919.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17893,2011.0,7.2828,-0.16,891919.0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
17894,2012.0,7.5435,0.16,891919.0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
17895,2013.0,7.1008,-0.51,891919.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
17896,2014.0,7.4109,0.23,891919.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17897,2021.0,12.1903,-1.12,1638833.0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0
17898,2022.0,15.8636,-0.59,1638833.0,0,0,0,0,0,0,9,45,0,0,42,0,0,0,0,0
17899,2023.0,15.6974,-0.09,1638833.0,0,0,0,0,0,0,6,25,0,0,29,0,0,0,0,0
17900,2018.0,5.2201,-4.03,1557746.0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0
17901,2019.0,1.6852,-2.75,1557746.0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0
17902,2020.0,0.8346,-1.2,1557746.0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0
17903,2021.0,3.2231,-1.6,1557746.0,0,0,0,0,0,0,5,1,0,0,58,0,0,0,0,0
17904,2022.0,2.9633,-1.33,1557746.0,0,0,0,0,0,0,5,1,0,0,58,0,0,0,0,0
17905,2023.0,2.2171,-1.27,1557746.0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0
17906,2010.0,1.9246,0.56,891288.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
17907,2011.0,3.4539,1.27,891288.0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
17908,2012.0,2.7642,3.28,891288.0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0
