gvkey,datadate,fyear,cik,naics
001004,2011-05-31,2010,0000001750,423860
001004,2012-05-31,2011,0000001750,423860
001004,2013-05-31,2012,0000001750,423860
001004,2014-05-31,2013,0000001750,423860
001004,2015-05-31,2014,0000001750,423860
001004,2016-05-31,2015,0000001750,423860
001004,2017-05-31,2016,0000001750,423860
001004,2018-05-31,2017,0000001750,423860
001004,2019-05-31,2018,0000001750,423860
001004,2020-05-31,2019,0000001750,423860
001004,2021-05-31,2020,0000001750,423860
001004,2022-05-31,2021,0000001750,423860
001004,2023-05-31,2022,0000001750,423860
001050,2010-12-31,2010,0000003197,333413
001050,2011-12-31,2011,0000003197,333413
001050,2012-12-31,2012,0000003197,333413
001050,2013-12-31,2013,0000003197,333413
001050,2014-12-31,2014,0000003197,333413
001050,2015-12-31,2015,0000003197,333413
001050,2016-12-31,2016,0000003197,333413
001050,2017-12-31,2017,0000003197,333413
001050,2018-12-31,2018,0000003197,333413
001050,2019-12-31,2019,0000003197,333413
001050,2020-12-31,2020,0000003197,333413
001050,2021-12-31,2021,0000003197,333413
001050,2022-12-31,2022,0000003197,333413
001050,2023-12-31,2023,0000003197,333413
001076,2010-12-31,2010,0001808834,522220
001076,2011-12-31,2011,0001808834,522220
001076,2012-12-31,2012,0001808834,522220
001076,2013-12-31,2013,0001808834,522220
001076,2014-12-31,2014,0001808834,522220
001076,2015-12-31,2015,0001808834,522220
001076,2016-12-31,2016,0001808834,522220
001076,2017-12-31,2017,0001808834,522220
001076,2018-12-31,2018,0001808834,522220
001076,2019-12-31,2019,0001808834,522220
001076,2020-12-31,2020,0001808834,522220
001076,2021-12-31,2021,0001808834,522220
001076,2022-12-31,2022,0001808834,522220
001076,2023-12-31,2023,0001808834,522220
001104,2010-12-31,2010,0000002098,332215
001104,2011-12-31,2011,0000002098,332215
001104,2012-12-31,2012,0000002098,332215
001104,2013-12-31,2013,0000002098,332215
001104,2014-12-31,2014,0000002098,332215
001104,2015-12-31,2015,0000002098,332215
001104,2016-12-31,2016,0000002098,332215
001104,2017-12-31,2017,0000002098,332215
001104,2018-12-31,2018,0000002098,332215
001104,2019-12-31,2019,0000002098,332215
001104,2020-12-31,2020,0000002098,332215
001104,2021-12-31,2021,0000002098,332215
001104,2022-12-31,2022,0000002098,332215
001104,2023-12-31,2023,0000002098,332215
001117,2010-12-31,2010,0000002186,334220
001117,2011-12-31,2011,0000002186,334220
001117,2012-12-31,2012,0000002186,334220
001117,2013-12-31,2013,0000002186,334220
001117,2014-12-31,2014,0000002186,334220
001117,2015-12-31,2015,0000002186,334220
001117,2016-12-31,2016,0000002186,334220
001117,2017-12-31,2017,0000002186,334220
001117,2018-12-31,2018,0000002186,334220
001117,2019-12-31,2019,0000002186,334220
001117,2020-12-31,2020,0000002186,334220
001117,2021-12-31,2021,0000002186,334220
001117,2022-12-31,2022,0000002186,334220
001117,2023-12-31,2023,0000002186,334220
001121,2010-12-31,2010,0000002178,424720
001121,2011-12-31,2011,0000002178,424720
001121,2012-12-31,2012,0000002178,424720
001121,2013-12-31,2013,0000002178,424720
001121,2014-12-31,2014,0000002178,424720
001121,2015-12-31,2015,0000002178,424720
001121,2016-12-31,2016,0000002178,424720
001121,2017-12-31,2017,0000002178,424720
001121,2018-12-31,2018,0000002178,424720
001121,2019-12-31,2019,0000002178,424720
001121,2020-12-31,2020,0000002178,424720
001121,2021-12-31,2021,0000002178,424720
001121,2022-12-31,2022,0000002178,424720
001121,2023-12-31,2023,0000002178,424720
001210,2011-03-31,2010,0000353184,492110
001210,2012-03-31,2011,0000353184,492110
001210,2013-03-31,2012,0000353184,492110
001210,2014-03-31,2013,0000353184,492110
001210,2015-03-31,2014,0000353184,492110
001210,2016-03-31,2015,0000353184,492110
001210,2017-03-31,2016,0000353184,492110
001210,2018-03-31,2017,0000353184,492110
001210,2019-03-31,2018,0000353184,492110
001210,2020-03-31,2019,0000353184,492110
001210,2021-03-31,2020,0000353184,492110
001210,2022-03-31,2021,0000353184,492110
001210,2023-03-31,2022,0000353184,492110
001230,2010-12-31,2010,0000766421,481111
001230,2011-12-31,2011,0000766421,481111
001230,2012-12-31,2012,0000766421,481111
001230,2013-12-31,2013,0000766421,481111
001230,2014-12-31,2014,0000766421,481111
001230,2015-12-31,2015,0000766421,481111
001230,2016-12-31,2016,0000766421,481111
001230,2017-12-31,2017,0000766421,481111
001230,2018-12-31,2018,0000766421,481111
001230,2019-12-31,2019,0000766421,481111
001230,2020-12-31,2020,0000766421,481111
001230,2021-12-31,2021,0000766421,481111
001230,2022-12-31,2022,0000766421,481111
001230,2023-12-31,2023,0000766421,481111
001234,2010-12-31,2010,0000701288,339112
001234,2011-12-31,2011,0000701288,339112
001234,2012-12-31,2012,0000701288,339112
001234,2013-12-31,2013,0000701288,339112
001234,2014-12-31,2014,0000701288,339112
001234,2015-12-31,2015,0000701288,339112
001234,2016-12-31,2016,0000701288,339112
001234,2017-12-31,2017,0000701288,339112
001234,2018-12-31,2018,0000701288,339112
001234,2019-12-31,2019,0000701288,339112
001234,2020-12-31,2020,0000701288,339112
001234,2021-12-31,2021,0000701288,339112
001234,2022-12-31,2022,0000701288,339112
001234,2023-12-31,2023,0000701288,339112
001254,2010-12-31,2010,0000003453,483113
001254,2011-12-31,2011,0000003453,483113
001254,2012-12-31,2012,0000003453,483113
001254,2013-12-31,2013,0000003453,483113
001254,2014-12-31,2014,0000003453,483113
001254,2015-12-31,2015,0000003453,483113
001254,2016-12-31,2016,0000003453,483113
001254,2017-12-31,2017,0000003453,483113
001254,2018-12-31,2018,0000003453,483113
001254,2019-12-31,2019,0000003453,483113
001254,2020-12-31,2020,0000003453,483113
001254,2021-12-31,2021,0000003453,483113
001254,2022-12-31,2022,0000003453,483113
001254,2023-12-31,2023,0000003453,483113
001266,2010-09-30,2010,0000003545,111310
001266,2011-09-30,2011,0000003545,111310
001266,2012-09-30,2012,0000003545,111310
001266,2013-09-30,2013,0000003545,111310
001266,2014-09-30,2014,0000003545,111310
001266,2015-09-30,2015,0000003545,111310
001266,2016-09-30,2016,0000003545,111310
001266,2017-09-30,2017,0000003545,111310
001266,2018-09-30,2018,0000003545,111310
001266,2019-09-30,2019,0000003545,111310
001266,2020-09-30,2020,0000003545,111310
001266,2021-09-30,2021,0000003545,111310
001266,2022-09-30,2022,0000003545,111310
001266,2023-09-30,2023,0000003545,111310
001393,2011-03-31,2010,0000004457,532120
001393,2012-03-31,2011,0000004457,532120
001393,2013-03-31,2012,0000004457,532120
001393,2014-03-31,2013,0000004457,532120
001393,2015-03-31,2014,0000004457,532120
001393,2016-03-31,2015,0000004457,532120
001393,2017-03-31,2016,0000004457,532120
001393,2018-03-31,2017,0000004457,532120
001393,2019-03-31,2018,0000004457,532120
001393,2020-03-31,2019,0000004457,532120
001393,2021-03-31,2020,0000004457,532120
001393,2022-03-31,2021,0000004457,532120
001393,2023-03-31,2022,0000004457,532120
001410,2010-10-31,2010,0000771497,561720
001410,2011-10-31,2011,0000771497,561720
001410,2012-10-31,2012,0000771497,561720
001410,2013-10-31,2013,0000771497,561720
001410,2014-10-31,2014,0000771497,561720
001410,2015-10-31,2015,0000771497,561720
001410,2016-10-31,2016,0000771497,561720
001410,2017-10-31,2017,0000771497,561720
001410,2018-10-31,2018,0000771497,561720
001410,2019-10-31,2019,0000771497,561720
001410,2020-10-31,2020,0000771497,561720
001410,2021-10-31,2021,0000771497,561720
001410,2022-10-31,2022,0000771497,561720
001410,2023-10-31,2023,0000771497,561720
001545,2010-12-31,2010,0001102238,531120
001545,2011-12-31,2011,0001102238,531120
001545,2012-12-31,2012,0001102238,531120
001545,2013-12-31,2013,0001102238,531120
001545,2014-12-31,2014,0001102238,531120
001545,2015-12-31,2015,0001102238,531120
001545,2016-12-31,2016,0001102238,531120
001545,2017-12-31,2017,0001102238,531120
001545,2018-12-31,2018,0001102238,531120
001545,2019-12-31,2019,0001102238,531120
001545,2020-12-31,2020,0001102238,531120
001545,2021-12-31,2021,0001102238,531120
001545,2022-12-31,2022,0001102238,531120
001545,2023-12-31,2023,0001102238,531120
001559,2010-12-31,2010,0000744825,621999
001559,2011-12-31,2011,0000744825,621999
001559,2012-12-31,2012,0000744825,621999
001559,2013-12-31,2013,0000744825,621999
001559,2014-12-31,2014,0000744825,621999
001559,2015-12-31,2015,0000744825,621999
001559,2016-12-31,2016,0000744825,621999
001559,2017-12-31,2017,0000744825,621999
001559,2018-12-31,2018,0000744825,621999
001559,2019-12-31,2019,0000744825,621999
001559,2020-12-31,2020,0000744825,621999
001559,2021-12-31,2021,0000744825,621999
001559,2022-12-31,2022,0000744825,621999
001559,2023-12-31,2023,0000744825,621999
001562,2011-04-30,2010,0000713425,513210
001562,2012-04-30,2011,0000713425,513210
001562,2013-04-30,2012,0000713425,513210
001562,2014-04-30,2013,0000713425,513210
001562,2015-04-30,2014,0000713425,513210
001562,2016-04-30,2015,0000713425,513210
001562,2017-04-30,2016,0000713425,513210
001562,2018-04-30,2017,0000713425,513210
001562,2019-04-30,2018,0000713425,513210
001562,2020-04-30,2019,0000713425,513210
001562,2021-04-30,2020,0000713425,513210
001562,2022-04-30,2021,0000713425,513210
001562,2023-04-30,2022,0000713425,513210
001585,2010-12-31,2010,0000005981,325320
001585,2011-12-31,2011,0000005981,325320
001585,2012-12-31,2012,0000005981,325320
001585,2013-12-31,2013,0000005981,325320
001585,2014-12-31,2014,0000005981,325320
001585,2015-12-31,2015,0000005981,325320
001585,2016-12-31,2016,0000005981,325320
001585,2017-12-31,2017,0000005981,325320
001585,2018-12-31,2018,0000005981,325320
001585,2019-12-31,2019,0000005981,325320
001585,2020-12-31,2020,0000005981,325320
001585,2021-12-31,2021,0000005981,325320
001585,2022-12-31,2022,0000005981,325320
001585,2023-12-31,2023,0000005981,325320
001613,2010-12-31,2010,0000006176,331110
001613,2011-12-31,2011,0000006176,331110
001613,2012-12-31,2012,0000006176,331110
001613,2013-12-31,2013,0000006176,331110
001613,2014-12-31,2014,0000006176,331110
001613,2015-12-31,2015,0000006176,331110
001613,2016-12-31,2016,0000006176,331110
001613,2017-12-31,2017,0000006176,331110
001613,2018-12-31,2018,0000006176,331110
001613,2019-12-31,2019,0000006176,331110
001613,2020-12-31,2020,0000006176,331110
001613,2021-12-31,2021,0000006176,331110
001613,2022-12-31,2022,0000006176,331110
001613,2023-12-31,2023,0000006176,331110
001618,2011-04-30,2010,0000006207,237210
001618,2012-04-30,2011,0000006207,237210
001618,2013-04-30,2012,0000006207,237210
001618,2014-04-30,2013,0000006207,237210
001618,2015-04-30,2014,0000006207,237210
001618,2016-04-30,2015,0000006207,237210
001618,2017-04-30,2016,0000006207,237210
001618,2018-04-30,2017,0000006207,237210
001618,2019-04-30,2018,0000006207,237210
001618,2020-04-30,2019,0000006207,237210
001618,2021-04-30,2020,0000006207,237210
001618,2022-04-30,2021,0000006207,237210
001618,2023-04-30,2022,0000006207,237210
001659,2010-12-31,2010,0000821026,424510
001659,2011-12-31,2011,0000821026,424510
001659,2012-12-31,2012,0000821026,424510
001659,2013-12-31,2013,0000821026,424510
001659,2014-12-31,2014,0000821026,424510
001659,2015-12-31,2015,0000821026,424510
001659,2016-12-31,2016,0000821026,424510
001659,2017-12-31,2017,0000821026,424510
001659,2018-12-31,2018,0000821026,424510
001659,2019-12-31,2019,0000821026,424510
001659,2020-12-31,2020,0000821026,424510
001659,2021-12-31,2021,0000821026,424510
001659,2022-12-31,2022,0000821026,424510
001659,2023-12-31,2023,0000821026,424510
001686,2011-02-28,2010,0000006845,332321
001686,2012-02-29,2011,0000006845,332321
001686,2013-02-28,2012,0000006845,332321
001686,2014-02-28,2013,0000006845,332321
001686,2015-02-28,2014,0000006845,332321
001686,2016-02-29,2015,0000006845,332321
001686,2017-02-28,2016,0000006845,332321
001686,2018-02-28,2017,0000006845,332321
001686,2019-02-28,2018,0000006845,332321
001686,2020-02-29,2019,0000006845,332321
001686,2021-02-28,2020,0000006845,332321
001686,2022-02-28,2021,0000006845,332321
001686,2023-02-28,2022,0000006845,332321
001686,2024-02-29,2023,0000006845,332321
001706,2010-08-31,2010,0000006955,333132
001706,2011-08-31,2011,0000006955,333132
001706,2012-08-31,2012,0000006955,333132
001706,2013-08-31,2013,0000006955,333132
001706,2014-08-31,2014,0000006955,333132
001706,2015-08-31,2015,0000006955,333132
001706,2016-08-31,2016,0000006955,333132
001706,2017-08-31,2017,0000006955,333132
001706,2018-08-31,2018,0000006955,333132
001706,2019-08-31,2019,0000006955,333132
001706,2020-08-31,2020,0000006955,333132
001706,2021-08-31,2021,0000006955,333132
001706,2022-08-31,2022,0000006955,333132
001706,2023-08-31,2023,0000006955,333132
001743,2010-12-31,2010,0000894405,484122
001743,2011-12-31,2011,0000894405,484122
001743,2012-12-31,2012,0000894405,484122
001743,2013-12-31,2013,0000894405,484122
001743,2014-12-31,2014,0000894405,484122
001743,2015-12-31,2015,0000894405,484122
001743,2016-12-31,2016,0000894405,484122
001743,2017-12-31,2017,0000894405,484122
001743,2018-12-31,2018,0000894405,484122
001743,2019-12-31,2019,0000894405,484122
001743,2020-12-31,2020,0000894405,484122
001743,2021-12-31,2021,0000894405,484122
001743,2022-12-31,2022,0000894405,484122
001743,2023-12-31,2023,0000894405,484122
001783,2010-11-30,2010,0000007623,333111
001783,2011-11-30,2011,0000007623,333111
001783,2012-11-30,2012,0000007623,333111
001783,2013-11-30,2013,0000007623,333111
001783,2014-11-30,2014,0000007623,333111
001783,2015-11-30,2015,0000007623,333111
001783,2016-11-30,2016,0000007623,333111
001783,2017-11-30,2017,0000007623,333111
001783,2018-11-30,2018,0000007623,333111
001783,2019-11-30,2019,0000007623,333111
001783,2020-11-30,2020,0000007623,333111
001783,2021-11-30,2021,0000007623,333111
001783,2022-11-30,2022,0000007623,333111
001783,2023-11-30,2023,0000007623,333111
001820,2011-01-31,2010,0000008146,334118
001820,2012-01-31,2011,0000008146,334118
001820,2013-01-31,2012,0000008146,334118
001820,2014-01-31,2013,0000008146,334118
001820,2015-01-31,2014,0000008146,334118
001820,2016-01-31,2015,0000008146,334118
001820,2017-01-31,2016,0000008146,334118
001820,2018-01-31,2017,0000008146,334118
001820,2019-01-31,2018,0000008146,334118
001820,2020-01-31,2019,0000008146,334118
001820,2021-01-31,2020,0000008146,334118
001820,2022-01-31,2021,0000008146,334118
001820,2023-01-31,2022,0000008146,334118
001820,2024-01-31,2023,0000008146,334118
001823,2010-12-31,2010,0000008063,336320
001823,2011-12-31,2011,0000008063,336320
001823,2012-12-31,2012,0000008063,336320
001823,2013-12-31,2013,0000008063,336320
001823,2014-12-31,2014,0000008063,336320
001823,2015-12-31,2015,0000008063,336320
001823,2016-12-31,2016,0000008063,336320
001823,2017-12-31,2017,0000008063,336320
001823,2018-12-31,2018,0000008063,336320
001823,2019-12-31,2019,0000008063,336320
001823,2020-12-31,2020,0000008063,336320
001823,2021-12-31,2021,0000008063,336320
001823,2022-12-31,2022,0000008063,336320
001823,2023-12-31,2023,0000008063,336320
001864,2011-01-31,2010,0000744187,325193
001864,2012-01-31,2011,0000744187,325193
001864,2013-01-31,2012,0000744187,325193
001864,2014-01-31,2013,0000744187,325193
001864,2015-01-31,2014,0000744187,325193
001864,2016-01-31,2015,0000744187,325193
001864,2017-01-31,2016,0000744187,325193
001864,2018-01-31,2017,0000744187,325193
001864,2019-01-31,2018,0000744187,325193
001864,2020-01-31,2019,0000744187,325193
001864,2021-01-31,2020,0000744187,325193
001864,2022-01-31,2021,0000744187,325193
001864,2023-01-31,2022,0000744187,325193
001864,2024-01-31,2023,0000744187,325193
001926,2011-02-28,2010,0000008947,33281
001926,2012-02-29,2011,0000008947,33281
001926,2013-02-28,2012,0000008947,33281
001926,2014-02-28,2013,0000008947,33281
001926,2015-02-28,2014,0000008947,33281
001926,2016-02-29,2015,0000008947,33281
001926,2017-02-28,2016,0000008947,33281
001926,2018-02-28,2017,0000008947,33281
001926,2019-02-28,2018,0000008947,33281
001926,2020-02-29,2019,0000008947,33281
001926,2021-02-28,2020,0000008947,33281
001926,2022-02-28,2021,0000008947,33281
001926,2023-02-28,2022,0000008947,33281
001926,2024-02-29,2023,0000008947,33281
001968,2010-12-31,2010,0000009092,334514
001968,2011-12-31,2011,0000009092,334514
001968,2012-12-31,2012,0000009092,334514
001968,2013-12-31,2013,0000009092,334514
001968,2014-12-31,2014,0000009092,334514
001968,2015-12-31,2015,0000009092,334514
001968,2016-12-31,2016,0000009092,334514
001968,2017-12-31,2017,0000009092,334514
001968,2018-12-31,2018,0000009092,334514
001968,2019-12-31,2019,0000009092,334514
001968,2020-12-31,2020,0000009092,334514
001968,2021-12-31,2021,0000009092,334514
001968,2022-12-31,2022,0000009092,334514
001968,2023-12-31,2023,0000009092,334514
001979,2010-12-31,2010,0000009326,325199
001979,2011-12-31,2011,0000009326,325199
001979,2012-12-31,2012,0000009326,325199
001979,2013-12-31,2013,0000009326,325199
001979,2014-12-31,2014,0000009326,325199
001979,2015-12-31,2015,0000009326,325199
001979,2016-12-31,2016,0000009326,325199
001979,2017-12-31,2017,0000009326,325199
001979,2018-12-31,2018,0000009326,325199
001979,2019-12-31,2019,0000009326,325199
001979,2020-12-31,2020,0000009326,325199
001979,2021-12-31,2021,0000009326,325199
001979,2022-12-31,2022,0000009326,325199
001979,2023-12-31,2023,0000009326,325199
002002,2010-12-31,2010,0000763901,522110
002002,2011-12-31,2011,0000763901,522110
002002,2012-12-31,2012,0000763901,522110
002002,2013-12-31,2013,0000763901,522110
002002,2014-12-31,2014,0000763901,522110
002002,2015-12-31,2015,0000763901,522110
002002,2016-12-31,2016,0000763901,522110
002002,2017-12-31,2017,0000763901,522110
002002,2018-12-31,2018,0000763901,522110
002002,2019-12-31,2019,0000763901,522110
002002,2020-12-31,2020,0000763901,522110
002002,2021-12-31,2021,0000763901,522110
002002,2022-12-31,2022,0000763901,522110
002002,2023-12-31,2023,0000763901,522110
002049,2010-12-31,2010,0000009984,332613
002049,2011-12-31,2011,0000009984,332613
002049,2012-12-31,2012,0000009984,332613
002049,2013-12-31,2013,0000009984,332613
002049,2014-12-31,2014,0000009984,332613
002049,2015-12-31,2015,0000009984,332613
002049,2016-12-31,2016,0000009984,332613
002049,2017-12-31,2017,0000009984,332613
002049,2018-12-31,2018,0000009984,332613
002049,2019-12-31,2019,0000009984,332613
002049,2020-12-31,2020,0000009984,332613
002049,2021-12-31,2021,0000009984,332613
002049,2022-12-31,2022,0000009984,332613
002049,2023-12-31,2023,0000009984,332613
002052,2010-09-30,2010,0000010048,2111
002052,2011-09-30,2011,0000010048,2111
002052,2012-09-30,2012,0000010048,2111
002052,2013-09-30,2013,0000010048,2111
002052,2014-09-30,2014,0000010048,2111
002052,2015-09-30,2015,0000010048,2111
002052,2016-09-30,2016,0000010048,2111
002052,2017-09-30,2017,0000010048,2111
002052,2018-09-30,2018,0000010048,2111
002052,2019-09-30,2019,0000010048,2111
002052,2020-09-30,2020,0000010048,2111
002052,2021-09-30,2021,0000010048,2111
002052,2022-09-30,2022,0000010048,2111
002052,2023-09-30,2023,0000010048,2111
002080,2010-11-30,2010,0000010329,337122
002080,2011-11-30,2011,0000010329,337122
002080,2012-11-30,2012,0000010329,337122
002080,2013-11-30,2013,0000010329,337122
002080,2014-11-30,2014,0000010329,337122
002080,2015-11-30,2015,0000010329,337122
002080,2016-11-30,2016,0000010329,337122
002080,2017-11-30,2017,0000010329,337122
002080,2018-11-30,2018,0000010329,337122
002080,2019-11-30,2019,0000010329,337122
002080,2020-11-30,2020,0000010329,337122
002080,2021-11-30,2021,0000010329,337122
002080,2022-11-30,2022,0000010329,337122
002080,2023-11-30,2023,0000010329,337122
002101,2010-06-30,2010,0000109563,423830
002101,2011-06-30,2011,0000109563,423830
002101,2012-06-30,2012,0000109563,423830
002101,2013-06-30,2013,0000109563,423830
002101,2014-06-30,2014,0000109563,423830
002101,2015-06-30,2015,0000109563,423830
002101,2016-06-30,2016,0000109563,423830
002101,2017-06-30,2017,0000109563,423830
002101,2018-06-30,2018,0000109563,423830
002101,2019-06-30,2019,0000109563,423830
002101,2020-06-30,2020,0000109563,423830
002101,2021-06-30,2021,0000109563,423830
002101,2022-06-30,2022,0000109563,423830
002101,2023-06-30,2023,0000109563,423830
002124,2010-12-31,2010,0000729580,334416
002124,2011-12-31,2011,0000729580,334416
002124,2012-12-31,2012,0000729580,334416
002124,2013-12-31,2013,0000729580,334416
002124,2014-12-31,2014,0000729580,334416
002124,2015-12-31,2015,0000729580,334416
002124,2016-12-31,2016,0000729580,334416
002124,2017-12-31,2017,0000729580,334416
002124,2018-12-31,2018,0000729580,334416
002124,2019-12-31,2019,0000729580,334416
002124,2020-12-31,2020,0000729580,334416
002124,2021-12-31,2021,0000729580,334416
002124,2022-12-31,2022,0000729580,334416
002124,2023-12-31,2023,0000729580,334416
002259,2010-12-31,2010,0001130464,221210
002259,2011-12-31,2011,0001130464,221210
002259,2012-12-31,2012,0001130464,221210
002259,2013-12-31,2013,0001130464,221210
002259,2014-12-31,2014,0001130464,221210
002259,2015-12-31,2015,0001130464,221210
002259,2016-12-31,2016,0001130464,221210
002259,2017-12-31,2017,0001130464,221210
002259,2018-12-31,2018,0001130464,221210
002259,2019-12-31,2019,0001130464,221210
002259,2020-12-31,2020,0001130464,221210
002259,2021-12-31,2021,0001130464,221210
002259,2022-12-31,2022,0001130464,221210
002259,2023-12-31,2023,0001130464,221210
002352,2010-07-31,2010,0000746598,339950
002352,2011-07-31,2011,0000746598,339950
002352,2012-07-31,2012,0000746598,339950
002352,2013-07-31,2013,0000746598,339950
002352,2014-07-31,2014,0000746598,339950
002352,2015-07-31,2015,0000746598,339950
002352,2016-07-31,2016,0000746598,339950
002352,2017-07-31,2017,0000746598,339950
002352,2018-07-31,2018,0000746598,339950
002352,2019-07-31,2019,0000746598,339950
002352,2020-07-31,2020,0000746598,339950
002352,2021-07-31,2021,0000746598,339950
002352,2022-07-31,2022,0000746598,339950
002352,2023-07-31,2023,0000746598,339950
002390,2010-10-31,2010,0000014177,311612
002390,2011-10-31,2011,0000014177,311612
002390,2012-10-31,2012,0000014177,311612
002390,2013-10-31,2013,0000014177,311612
002390,2014-10-31,2014,0000014177,311612
002390,2015-10-31,2015,0000014177,311612
002390,2016-10-31,2016,0000014177,311612
002390,2017-10-31,2017,0000014177,311612
002390,2018-10-31,2018,0000014177,311612
002390,2019-10-31,2019,0000014177,311612
002390,2020-10-31,2020,0000014177,311612
002390,2021-10-31,2021,0000014177,311612
002390,2022-10-31,2022,0000014177,311612
002390,2023-10-31,2023,0000014177,311612
002436,2011-01-31,2010,0000014707,458210
002436,2012-01-31,2011,0000014707,458210
002436,2013-01-31,2012,0000014707,458210
002436,2014-01-31,2013,0000014707,458210
002436,2015-01-31,2014,0000014707,458210
002436,2016-01-31,2015,0000014707,458210
002436,2017-01-31,2016,0000014707,458210
002436,2018-01-31,2017,0000014707,458210
002436,2019-01-31,2018,0000014707,458210
002436,2020-01-31,2019,0000014707,458210
002436,2021-01-31,2020,0000014707,458210
002436,2022-01-31,2021,0000014707,458210
002436,2023-01-31,2022,0000014707,458210
002436,2024-01-31,2023,0000014707,458210
002444,2010-12-31,2010,0000014930,333618
002444,2011-12-31,2011,0000014930,333618
002444,2012-12-31,2012,0000014930,333618
002444,2013-12-31,2013,0000014930,333618
002444,2014-12-31,2014,0000014930,333618
002444,2015-12-31,2015,0000014930,333618
002444,2016-12-31,2016,0000014930,333618
002444,2017-12-31,2017,0000014930,333618
002444,2018-12-31,2018,0000014930,333618
002444,2019-12-31,2019,0000014930,333618
002444,2020-12-31,2020,0000014930,333618
002444,2021-12-31,2021,0000014930,333618
002444,2022-12-31,2022,0000014930,333618
002444,2023-12-31,2023,0000014930,333618
002448,2010-12-31,2010,0001104657,331410
002448,2011-12-31,2011,0001104657,331410
002448,2012-12-31,2012,0001104657,331410
002448,2013-12-31,2013,0001104657,331410
002448,2014-12-31,2014,0001104657,331410
002448,2015-12-31,2015,0001104657,331410
002448,2016-12-31,2016,0001104657,331410
002448,2017-12-31,2017,0001104657,331410
002448,2018-12-31,2018,0001104657,331410
002448,2019-12-31,2019,0001104657,331410
002448,2020-12-31,2020,0001104657,331410
002448,2021-12-31,2021,0001104657,331410
002448,2022-12-31,2022,0001104657,331410
002448,2023-12-31,2023,0001104657,331410
002497,2010-12-31,2010,0000015615,237130
002497,2011-12-31,2011,0000015615,237130
002497,2012-12-31,2012,0000015615,237130
002497,2013-12-31,2013,0000015615,237130
002497,2014-12-31,2014,0000015615,237130
002497,2015-12-31,2015,0000015615,237130
002497,2016-12-31,2016,0000015615,237130
002497,2017-12-31,2017,0000015615,237130
002497,2018-12-31,2018,0000015615,237130
002497,2019-12-31,2019,0000015615,237130
002497,2020-12-31,2020,0000015615,237130
002497,2021-12-31,2021,0000015615,237130
002497,2022-12-31,2022,0000015615,237130
002497,2023-12-31,2023,0000015615,237130
002504,2010-12-31,2010,0000746838,541512
002504,2011-12-31,2011,0000746838,541512
002504,2012-12-31,2012,0000746838,541512
002504,2013-12-31,2013,0000746838,541512
002504,2014-12-31,2014,0000746838,541512
002504,2015-12-31,2015,0000746838,541512
002504,2016-12-31,2016,0000746838,541512
002504,2017-12-31,2017,0000746838,541512
002504,2018-12-31,2018,0000746838,541512
002504,2019-12-31,2019,0000746838,541512
002504,2020-12-31,2020,0000746838,541512
002504,2021-12-31,2021,0000746838,541512
002504,2022-12-31,2022,0000746838,541512
002504,2023-12-31,2023,0000746838,541512
002536,2011-03-31,2010,0000733269,519290
002536,2012-03-31,2011,0000733269,519290
002536,2013-03-31,2012,0000733269,519290
002536,2014-03-31,2013,0000733269,519290
002536,2015-03-31,2014,0000733269,519290
002536,2016-03-31,2015,0000733269,519290
002536,2017-03-31,2016,0000733269,519290
002536,2018-03-31,2017,0000733269,519290
002536,2019-03-31,2018,0000733269,519290
002536,2020-03-31,2019,0000733269,519290
002536,2021-03-31,2020,0000733269,519290
002536,2022-03-31,2021,0000733269,519290
002536,2023-03-31,2022,0000733269,519290
002573,2010-09-30,2010,0000356037,541512
002573,2011-09-30,2011,0000356037,541512
002573,2012-09-30,2012,0000356037,541512
002573,2013-09-30,2013,0000356037,541512
002573,2014-09-30,2014,0000356037,541512
002573,2015-09-30,2015,0000356037,541512
002573,2016-09-30,2016,0000356037,541512
002573,2017-09-30,2017,0000356037,541512
002573,2018-09-30,2018,0000356037,541512
002573,2019-09-30,2019,0000356037,541512
002573,2020-09-30,2020,0000356037,541512
002573,2021-09-30,2021,0000356037,541512
002573,2022-09-30,2022,0000356037,541512
002573,2023-09-30,2023,0000356037,541512
002577,2010-12-31,2010,0000026058,33441
002577,2011-12-31,2011,0000026058,33441
002577,2012-12-31,2012,0000026058,33441
002577,2013-12-31,2013,0000026058,33441
002577,2014-12-31,2014,0000026058,33441
002577,2015-12-31,2015,0000026058,33441
002577,2016-12-31,2016,0000026058,33441
002577,2017-12-31,2017,0000026058,33441
002577,2018-12-31,2018,0000026058,33441
002577,2019-12-31,2019,0000026058,33441
002577,2020-12-31,2020,0000026058,33441
002577,2021-12-31,2021,0000026058,33441
002577,2022-12-31,2022,0000026058,33441
002577,2023-12-31,2023,0000026058,33441
002581,2010-12-31,2010,0000766792,333249
002581,2011-12-31,2011,0000766792,333249
002581,2012-12-31,2012,0000766792,333249
002581,2013-12-31,2013,0000766792,333249
002581,2014-12-31,2014,0000766792,333249
002581,2015-12-31,2015,0000766792,333249
002581,2016-12-31,2016,0000766792,333249
002581,2017-12-31,2017,0000766792,333249
002581,2018-12-31,2018,0000766792,333249
002581,2019-12-31,2019,0000766792,333249
002581,2020-12-31,2020,0000766792,333249
002581,2021-12-31,2021,0000766792,333249
002581,2022-12-31,2022,0000766792,333249
